-9.605599999999999694e-01 -9.273200000000000331e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.751199999999999757e-01 9.614099999999999868e-01
-9.605599999999999694e-01 -9.273200000000000331e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.751199999999999757e-01 9.614099999999999868e-01
-9.605599999999999694e-01 -9.273200000000000331e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.751199999999999757e-01 9.614099999999999868e-01
-9.605599999999999694e-01 -9.273200000000000331e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.751199999999999757e-01 9.614099999999999868e-01
-9.605599999999999694e-01 -9.273200000000000331e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.751199999999999757e-01 9.614099999999999868e-01
-9.605599999999999694e-01 -9.273200000000000331e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.751199999999999757e-01 9.614099999999999868e-01
-9.605599999999999694e-01 -9.273200000000000331e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.751199999999999757e-01 9.614099999999999868e-01
-9.605599999999999694e-01 -9.273200000000000331e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.751199999999999757e-01 9.614099999999999868e-01
-9.605599999999999694e-01 -9.273200000000000331e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.751199999999999757e-01 9.614099999999999868e-01
-9.605599999999999694e-01 -9.273200000000000331e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.751199999999999757e-01 9.614099999999999868e-01
2.235069999999999890e+00 -1.246170000000000000e+00 0.000000000000000000e+00 3.549000000000000049e-09 -1.637279999999999954e-09 6.963899999999999535e-01 7.176700000000000301e-01
2.235069999999999890e+00 -1.246170000000000000e+00 0.000000000000000000e+00 3.549000000000000049e-09 -1.637279999999999954e-09 6.963899999999999535e-01 7.176700000000000301e-01
2.235069999999999890e+00 -1.246170000000000000e+00 0.000000000000000000e+00 3.549000000000000049e-09 -1.637279999999999954e-09 6.963899999999999535e-01 7.176700000000000301e-01
2.235069999999999890e+00 -1.246170000000000000e+00 0.000000000000000000e+00 3.549000000000000049e-09 -1.637279999999999954e-09 6.963899999999999535e-01 7.176700000000000301e-01
2.235069999999999890e+00 -1.246170000000000000e+00 0.000000000000000000e+00 3.549000000000000049e-09 -1.637279999999999954e-09 6.963899999999999535e-01 7.176700000000000301e-01
2.235069999999999890e+00 -1.246170000000000000e+00 0.000000000000000000e+00 3.549000000000000049e-09 -1.637279999999999954e-09 6.963899999999999535e-01 7.176700000000000301e-01
2.235069999999999890e+00 -1.246170000000000000e+00 0.000000000000000000e+00 3.549000000000000049e-09 -1.637279999999999954e-09 6.963899999999999535e-01 7.176700000000000301e-01
2.235069999999999890e+00 -1.246170000000000000e+00 0.000000000000000000e+00 3.549000000000000049e-09 -1.637279999999999954e-09 6.963899999999999535e-01 7.176700000000000301e-01
2.235069999999999890e+00 -1.246170000000000000e+00 0.000000000000000000e+00 3.549000000000000049e-09 -1.637279999999999954e-09 6.963899999999999535e-01 7.176700000000000301e-01
2.235069999999999890e+00 -1.246170000000000000e+00 0.000000000000000000e+00 3.549000000000000049e-09 -1.637279999999999954e-09 6.963899999999999535e-01 7.176700000000000301e-01
1.375439999999999996e+00 -1.155250000000000110e+00 0.000000000000000000e+00 -6.042099999999999556e-08 -7.497280000000000812e-09 9.105199999999999960e-01 4.134599999999999942e-01
1.375439999999999996e+00 -1.155250000000000110e+00 0.000000000000000000e+00 -6.042099999999999556e-08 -7.497280000000000812e-09 9.105199999999999960e-01 4.134599999999999942e-01
