-0.74782,-0.92875,0,0,0,0.22578,0.97418
1.9967,-1.35072,0,0,0,0.62842,0.77787
0.10156,-0.97424,0,0,0,0.40719,0.91334
-0.29039,0.47076,0,0,0,-0.06742,0.99773
1.29056,-0.80452,0,0,0,0.42141,0.90687
0.35265,0.34953,0,0,0,-0.3556,0.93464
-0.63742,0.83564,0,0,0,-0.26463,0.96435
-0.82759,-0.10906,0,0,0,-0.127,0.9919
1.97991,-0.80728,0,0,0,0.55372,0.83271
0.71719,-0.26799,0,0,0,0.62786,0.77833
-0.23665,-0.73384,0,0,0,0.62497,0.78065
0.00187,0.64763,0,0,0,-0.9304,0.36654
-0.32963,0.05709,0,0,0,-0.96145,0.27499
0.44711,-0.93053,0,0,0,0.92732,0.37427
0.59563,0.06049,0,0,0,-0.94448,0.32857
1.04525,-1.24347,0,0,0,0.97784,0.20934
2.16351,-1.27639,0,0,0,0.95401,0.29977
0.33967,-0.39733,0,0,0,-0.96064,0.27782
0.86103,0.6125,0,0,0,-0.96833,0.24969
-0.04519,-0.31755,0,0,0,-0.89667,0.44269
0.94169,-0.66265,0,0,0,-0.9598,0.28069
2.20878,-0.83485,0,0,0,0.65152,0.75863
0.76533,-0.97783,0,0,0,0.91795,0.3967
1.68286,-1.1384,0,0,0,-0.99722,0.07452
1.05091,0.14924,0,0,0,-0.99315,0.11688
2.2397,-0.11035,0,0,0,-0.91383,0.40609
2.28859,0.95379,0,0,0,-0.7375,0.67535
1.71074,2.1708,0,0,0,0.61485,0.78865
3.03492,2.75411,0,0,0,0.80166,0.59779
1.75995,1.07942,0,0,0,-0.956,0.29337
0.96114,2.79449,0,0,0,0.6218,0.78318
1.97114,2.84699,0,0,0,0.65864,0.75246
2.56893,2.88904,0,0,0,0.67321,0.73946
3.38126,1.90229,0,0,0,0.72401,0.68979
3.41475,3.36129,0,0,0,0.98876,0.14954
1.296,2.57734,0,0,0,0.60519,0.79608
-1.02183,-0.67119,0,0,0,0.25447,0.96708
0.03563,0.03197,0,0,0,0.29581,0.95525
1.61921,-0.5896,0,0,0,0.60519,0.79608
2.26374,0.30731,0,0,0,0.80548,0.59263
-1.50197,-1.2894,0,0,0,0.14971,0.98873
-0.2518,-1.43079,0,0,0,0.59376,0.80465
1.28439,-1.59621,0,0,0,0.75216,0.65899
2.34077,-1.86575,0,0,0,0.84379,0.53667
-0.8845,0.4219,0,0,0,-0.50389,0.86377
0.52592,0.9717,0,0,0,-0.72021,0.69375
-0.80588,1.2465,0,0,0,-0.59706,0.80219
-1.29854,-0.21467,0,0,0,-0.12706,0.9919
-0.95769,-1.26647,0,0,0,0.09071,0.99588
1.13104,0.70087,0,0,0,0.49351,0.86974
1.85309,1.59208,0,0,0,0.72843,0.68512
2.57024,2.43718,0,0,0,0.80093,0.59875
1.60851,2.79119,0,0,0,-0.65785,0.75315
1.7801,1.27219,0,0,0,-0.66995,0.7424
1.04831,2.79641,0,0,0,-0.7025,0.71169
2.87409,3.24672,0,0,0,-0.62755,0.77858
-0.53878,-0.44141,0,0,0,-0.77096,0.63689
2.31023,3.18176,0,0,0,-0.74785,0.66387
1.21592,3.34317,0,0,0,-0.67877,0.73436
3.31077,2.54011,0,0,0,-0.72438,0.6894
2.47208,-1.36428,0,0,0,0.9812,0.19302
0.57694,-1.38433,0,0,0,0.96751,0.25283
2.18925,2.77011,0,0,0,-0.84678,0.53194
1.19797,-0.37761,0,0,0,-0.87302,0.48768
2.48316,-0.64521,0,0,0,-0.77511,0.63183
1.09357,2.38381,0,0,0,-0.4493,0.89338
1.75636,3.36333,0,0,0,-0.64366,0.76531
0.1164,-1.29334,0,0,0,0.82794,0.56082
-433.28,73.9634,0,0,0,-0.08354,0.99651
1.76115,-1.5771,0,0,0,0.96071,0.27757
1.03503,-0.57405,0,0,0,-0.99729,0.07358
0.07421,-0.20896,0,0,0,0.97455,0.22419
1.23629,-0.18454,0,0,0,-0.9997,0.02451
2.39197,0.58556,0,0,0,0.99988,0.0154
1.94469,-0.39957,0,0,0,0.99503,0.09953
1.9376,2.75372,0,0,0,-0.74763,0.66412
3.05289,2.30243,0,0,0,-0.73001,0.68344
0.33424,0.61421,0,0,0,0.01433,0.9999
-0.57941,-1.12962,0,0,0,0.2031,0.97916
1.36447,3.04065,0,0,0,-0.72548,0.68825
2.3228,3.69733,0,0,0,-0.67919,0.73396
3.29123,2.98998,0,0,0,0.96646,0.25681
1.89814,0.62683,0,0,0,0.72867,0.68487
-0.4648,0.33481,0,0,0,0.08071,0.99674
-1.21263,-1.10143,0,0,0,0.22045,0.9754
1.35838,0.8693,0,0,0,-0.8306,0.55687
2.08541,3.32245,0,0,0,-0.75798,0.65227
-0.28957,0.92942,0,0,0,-0.55027,0.83499
1.57498,1.80705,0,0,0,0.74493,0.66715
2.17449,0.7187,0,0,0,0.79625,0.60497
1.73251,-0.26828,0,0,0,0.3288,0.9444
0.94539,3.70461,0,0,0,0.72219,0.69169
2.07381,3.8152,0,0,0,0.77159,0.63613
1.02395,4.0765,0,0,0,0.78578,0.61851
2.39294,3.9238,0,0,0,0.86412,0.50329
0.9396,3.28263,0,0,0,-0.57196,0.82029
2.05996,2.43892,0,0,0,-0.8538,0.52061
2.11932,4.26856,0,0,0,-0.56783,0.82315
1.56089,2.53112,0,0,0,-0.62078,0.78399
2.48457,1.05237,0,0,0,0.94722,0.3206
