0.96007,4.3215,0,0,0,0.73955,0.6731
0.12589,6.34002,0,0,0,0.71191,0.70227
0.92144,5.52559,0,0,0,0.73445,0.67867
1.35449,6.96625,0,0,0,0.68892,0.72484
1.50365,5.74628,0,0,0,0.72869,0.68484
0.7423,7.04817,0,0,0,0.73813,0.67466
1.61381,7.78987,0,0,0,0.73185,0.68147
0.58804,7.8792,0,0,0,0.64673,0.76272
2.15116,6.45077,0,0,0,0.73263,0.68063
1.23393,8.36151,0,0,0,0.75168,0.65953
1.10673,6.38172,0,0,0,0.69058,0.72325
1.72321,5.51385,0,0,0,0.7008,0.71336
1.55798,4.70711,0,0,0,0.68892,0.72484
1.68995,6.67604,0,0,0,0.68765,0.72604
2.11374,4.14777,0,0,0,0.71596,0.69814
1.19759,5.13968,0,0,0,0.68892,0.72484
0.53463,6.41081,0,0,0,0.62207,0.78296
2.04943,7.06138,0,0,0,0.8224,0.56891
0.88262,7.92795,0,0,0,0.68474,0.72878
1.96378,7.57027,0,0,0,0.71432,0.69982
0.79903,8.68634,0,0,0,0.68892,0.72484
1.95717,8.3173,0,0,0,0.79016,0.6129
0.65617,8.25305,0,0,0,0.69537,0.71866
1.58526,8.69634,0,0,0,0.73238,0.68089
1.00006,6.95646,0,0,0,0.74317,0.6691
0.95525,5.95284,0,0,0,0.69606,0.71798
0.17899,6.80572,0,0,0,0.61612,0.78766
1.48618,6.13696,0,0,0,0.68892,0.72484
0.55016,7.38914,0,0,0,0.62679,0.77919
1.64227,7.2529,0,0,0,0.80063,0.59917
2.01514,4.69437,0,0,0,0.79527,0.60625
1.43023,6.62413,0,0,0,0.69465,0.71935
1.77726,5.03665,0,0,0,0.75478,0.65598
2.29929,4.90966,0,0,0,0.7235,0.69032
1.20876,4.34418,0,0,0,0.71793,0.69612
0.70143,6.08993,0,0,0,0.64956,0.76031
0.92513,4.74979,0,0,0,0.65623,0.75456
0.62333,6.75208,0,0,0,0.64602,0.76332
1.26826,7.71277,0,0,0,0.68218,0.73118
0.4202,8.61897,0,0,0,0.70681,0.7074
2.17614,7.98329,0,0,0,0.68892,0.72484
1.33229,7.26245,0,0,0,0.71022,0.70398
1.46077,8.32391,0,0,0,0.67675,0.73621
1.32653,5.56142,0,0,0,0.73177,0.68155
0.82305,6.34732,0,0,0,0.6262,0.77966
1.68983,4.42901,0,0,0,0.73857,0.67418
0.09508,7.03194,0,0,0,0.20016,0.97976
1.23267,6.01288,0,0,0,0.70059,0.71356
1.00215,7.27715,0,0,0,0.70386,0.71034
2.21726,6.63155,0,0,0,0.81583,0.5783
1.11479,8.16029,0,0,0,0.7487,0.66291
0.20291,6.38157,0,0,0,-0.60101,0.79924
0.99215,4.6269,0,0,0,-0.57472,0.81835
0.94671,8.42539,0,0,0,-0.66089,0.75049
0.26884,6.92479,0,0,0,-0.57506,0.81811
1.90235,7.43295,0,0,0,-0.78139,0.62404
1.49749,5.18204,0,0,0,-0.69982,0.71432
1.25507,5.13937,0,0,0,-0.69001,0.7238
1.05001,5.76489,0,0,0,-0.67906,0.73409
1.27655,6.95653,0,0,0,-0.67652,0.73642
1.59026,4.9611,0,0,0,-0.6763,0.73663
1.43979,6.6993,0,0,0,-0.74736,0.66442
0.58414,8.64562,0,0,0,-0.60121,0.79909
1.53202,8.10522,0,0,0,-0.75623,0.6543
0.65626,5.46558,0,0,0,-0.59768,0.80173
2.07313,8.95963,0,0,0,-0.84893,0.52851
1.70616,5.93275,0,0,0,-0.68773,0.72597
1.0765,8.94855,0,0,0,-0.63406,0.77328
0.91179,5.08435,0,0,0,-0.42025,0.90741
0.59945,8.30621,0,0,0,-0.55296,0.83321
1.88215,8.14577,0,0,0,-0.6552,0.75546
0.90426,6.8094,0,0,0,-0.56189,0.82721
2.16015,4.24849,0,0,0,-0.65797,0.75304
1.79039,8.83819,0,0,0,-0.76357,0.64573
0.91358,4.07908,0,0,0,-0.70824,0.70597
1.78322,6.97386,0,0,0,-0.55709,0.83045
1.11426,7.40183,0,0,0,-0.63523,0.77232
1.67627,8.6747,0,0,0,-0.56843,0.82273
0.68013,7.60378,0,0,0,-0.60054,0.7996
1.8666,6.59119,0,0,0,-0.82347,0.56737
0.51133,7.2318,0,0,0,-0.5568,0.83065
1.40778,8.18047,0,0,0,-0.6323,0.77472
1.14878,6.41606,0,0,0,-0.44079,0.89761
0.99584,7.77818,0,0,0,-0.42578,0.90483
1.64051,6.30642,0,0,0,-0.7097,0.70451
1.22497,7.91466,0,0,0,-0.69429,0.7197
0.98601,6.75234,0,0,0,-0.51464,0.85741
0.97801,8.68665,0,0,0,-0.56603,0.82438
1.65266,7.58608,0,0,0,-0.64002,0.76836
0.44944,7.99846,0,0,0,-0.52373,0.85188
1.93843,4.9897,0,0,0,-0.44702,0.89453
1.43462,7.47217,0,0,0,-0.68706,0.72661
1.25015,4.62433,0,0,0,-0.46835,0.88355
2.32522,4.50023,0,0,0,-0.86569,0.50058
1.00273,4.18026,0,0,0,-0.56017,0.82838
1.56662,5.4013,0,0,0,-0.68883,0.72492
0.90645,7.73081,0,0,0,-0.72484,0.68892
1.30414,8.85691,0,0,0,-0.58302,0.81246
1.99986,7.94956,0,0,0,-0.91883,0.39465
0.31598,6.17375,0,0,0,0.70477,0.70944
